key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
63,"彫金師",60,"クラフタースクリップ:赤貨","シトリン",1,False,670,520,370,60,4,"MasterpieceSupplyMultiplier#1",60,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
64,"彫金師",60,"クラフタースクリップ:赤貨","ブレーデッドジグ",1,False,710,550,400,60,19,"MasterpieceSupplyMultiplier#1",60,0,"オーラムレギスプラニスフィア",1,False,710,550,400,60,75,"MasterpieceSupplyMultiplier#1",60,0,"オーラムレギススタッフ",1,False,710,550,400,60,77,"MasterpieceSupplyMultiplier#1",60,0,"オーラムレギス・ヒーラーサークレット",1,False,710,550,400,60,47,"MasterpieceSupplyMultiplier#1",60,0,"クリソライトディフェンダーイヤリング",1,False,710,550,400,60,48,"MasterpieceSupplyMultiplier#1",60,0,"クリソライトアタッカーブレスレット",1,False,710,550,400,60,68,"MasterpieceSupplyMultiplier#1",60,0,"クリソライトレンジャーリング",1,False,710,550,400,60,28,"MasterpieceSupplyMultiplier#1",60,0,"グリフィンニードル",1,False,710,550,400,60,38,"MasterpieceSupplyMultiplier#1",60,0
65,"革細工師",60,"クラフタースクリップ:赤貨","アンフィプテレレザー",1,False,640,500,360,60,6,"MasterpieceSupplyMultiplier#1",60,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
66,"革細工師",60,"クラフタースクリップ:赤貨","アンフィプテレスレイヤーヘルム",1,False,710,550,400,60,48,"MasterpieceSupplyMultiplier#1",60,0,"アンフィプテレスレイヤーホーズ",1,False,710,550,400,60,66,"MasterpieceSupplyMultiplier#1",60,0,"アンフィプテレ・ストライカーサイブーツ",1,False,710,550,400,60,48,"MasterpieceSupplyMultiplier#1",60,0,"アンフィプテレ・レンジャーサイブーツ",1,False,710,550,400,60,48,"MasterpieceSupplyMultiplier#1",60,0,"アンフィプテレスカウトブレー",1,False,710,550,400,60,66,"MasterpieceSupplyMultiplier#1",60,0,"アンフィプテレキャスターブーティ",1,False,710,550,400,60,48,"MasterpieceSupplyMultiplier#1",60,0,"アンフィプテレシューズ",1,False,710,550,400,60,39,"MasterpieceSupplyMultiplier#1",60,0,"アンフィプテレベスト",1,False,710,550,400,60,58,"MasterpieceSupplyMultiplier#1",60,0
67,"裁縫師",60,"クラフタースクリップ:赤貨","キマイラフェルト",1,False,640,500,360,60,8,"MasterpieceSupplyMultiplier#1",60,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
68,"裁縫師",60,"クラフタースクリップ:赤貨","キマイラフェルト・ディフェンダーブリーチ",1,False,710,550,400,60,66,"MasterpieceSupplyMultiplier#1",60,0,"キマイラフェルト・ストライカータバード",1,False,710,550,400,60,67,"MasterpieceSupplyMultiplier#1",60,0,"キマイラフェルト・レンジャーコイフ",1,False,710,550,400,60,53,"MasterpieceSupplyMultiplier#1",60,0,"キマイラフェルト・スカウトタバード",1,False,710,550,400,60,67,"MasterpieceSupplyMultiplier#1",60,0,"キマイラフェルト・ヒーラーブリーチ",1,False,710,550,400,60,66,"MasterpieceSupplyMultiplier#1",60,0,"キマイラフェルト・キャスターハット",1,False,710,550,400,60,48,"MasterpieceSupplyMultiplier#1",60,0,"キマイラフェルト・クラフターダブレット",1,False,710,550,400,60,58,"MasterpieceSupplyMultiplier#1",60,0,"キマイラフェルトトラウザー",1,False,710,550,400,60,49,"MasterpieceSupplyMultiplier#1",60,0
69,"錬金術師",60,"クラフタースクリップ:赤貨","オーラムレギス・エンチャントインク",1,False,640,500,360,60,6,"MasterpieceSupplyMultiplier#1",60,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
70,"錬金術師",60,"クラフタースクリップ:赤貨","インデックス・オブ・オーラムレギス",1,False,710,550,400,60,67,"MasterpieceSupplyMultiplier#1",60,0,"コーデックス・オブ・オーラムレギス",1,False,710,550,400,60,68,"MasterpieceSupplyMultiplier#1",60,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
71,"調理師",60,"クラフタースクリップ:赤貨","バーチシロップ",1,False,670,520,370,60,2,"MasterpieceSupplyMultiplier#1",60,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
72,"調理師",60,"クラフタースクリップ:赤貨","モリーユサラダ",1,False,710,550,400,60,28,"MasterpieceSupplyMultiplier#1",60,0,"オーケアニスシュニッツェル",1,False,710,550,400,60,28,"MasterpieceSupplyMultiplier#1",60,0,"クラムチャウダー",1,False,710,550,400,60,34,"MasterpieceSupplyMultiplier#1",60,0,"スタッフドキャベイジ",1,False,710,550,400,60,47,"MasterpieceSupplyMultiplier#1",60,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
73,"木工師",60,"クラフタースクリップ:赤貨","ハイスチールトライデント",1,False,580,450,320,40,94,"MasterpieceSupplyMultiplier#1",61,0,"ビーチコンポジットボウ",1,False,580,450,320,40,94,"MasterpieceSupplyMultiplier#1",61,0,"ビーチロッド",1,False,530,420,300,40,94,"MasterpieceSupplyMultiplier#1",61,0,"ムードスードホーン・フィッシングロッド",1,False,580,450,320,40,68,"MasterpieceSupplyMultiplier#1",61,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
74,"木工師",62,"クラフタースクリップ:赤貨","ラーチコンポジットボウ",1,False,660,520,370,40,105,"MasterpieceSupplyMultiplier#1",62,0,"ラーチワンド",1,False,660,520,370,40,87,"MasterpieceSupplyMultiplier#1",62,0,"スタイパーストーン・グラインディングホイール",1,False,660,520,370,40,59,"MasterpieceSupplyMultiplier#1",62,0,"ラーチスピニングホイール",1,False,660,520,370,40,68,"MasterpieceSupplyMultiplier#1",62,0,"ラーチイヤリング",1,False,760,590,420,40,37,"MasterpieceSupplyMultiplier#1",63,0,"ラーチネックレス",1,False,760,590,420,40,55,"MasterpieceSupplyMultiplier#1",63,0,"ラーチブレスレット",1,False,760,590,420,40,72,"MasterpieceSupplyMultiplier#1",63,0,"ラーチリング",1,False,760,590,420,40,20,"MasterpieceSupplyMultiplier#1",63,0
75,"木工師",64,"クラフタースクリップ:赤貨","ドマアイアンランス",1,False,840,650,470,40,108,"MasterpieceSupplyMultiplier#1",64,0,"パインコンポジットボウ",1,False,840,650,470,40,108,"MasterpieceSupplyMultiplier#1",64,0,"パインケーン",1,False,840,650,470,40,98,"MasterpieceSupplyMultiplier#1",64,0,"パインフィッシングロッド",1,False,920,710,510,40,72,"MasterpieceSupplyMultiplier#1",65,0,"スレートグラインディングホイール",1,False,920,710,510,40,89,"MasterpieceSupplyMultiplier#1",65,0,"パインスピニングホイール",1,False,920,710,510,40,71,"MasterpieceSupplyMultiplier#1",65,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
76,"木工師",66,"クラフタースクリップ:赤貨","ドマスチールハルバード",1,False,1000,780,560,40,110,"MasterpieceSupplyMultiplier#1",66,0,"パーシモンケーン",1,False,1000,780,560,40,111,"MasterpieceSupplyMultiplier#1",66,0,"スレートグラインディングホイールDX",1,False,1090,850,610,40,90,"MasterpieceSupplyMultiplier#1",67,0,"パーシモンスピニングホイール",1,False,1090,850,610,40,74,"MasterpieceSupplyMultiplier#1",67,0,"パーシモンイヤリング",1,False,1090,850,610,40,39,"MasterpieceSupplyMultiplier#1",67,0,"パーシモンネックレス",1,False,1090,850,610,40,58,"MasterpieceSupplyMultiplier#1",67,0,"パーシモンブレスレット",1,False,1090,850,610,40,76,"MasterpieceSupplyMultiplier#1",67,0,"パーシモンリング",1,False,1090,850,610,40,21,"MasterpieceSupplyMultiplier#1",67,0
77,"鍛冶師",60,"クラフタースクリップ:赤貨","ハイスチールナックル",1,False,530,420,300,40,83,"MasterpieceSupplyMultiplier#1",61,0,"ハイスチール・ヘッズマンアクス",1,False,530,420,300,40,103,"MasterpieceSupplyMultiplier#1",61,0,"ハイスチールマインゴーシュ",1,False,530,420,300,40,95,"MasterpieceSupplyMultiplier#1",61,0,"ハイスチールディバイダー",1,False,530,420,300,40,112,"MasterpieceSupplyMultiplier#1",61,0,"不変鋼太刀",1,False,530,420,300,40,103,"MasterpieceSupplyMultiplier#1",61,0,"ハイスチール・ドーミングハンマー",1,False,580,450,320,40,68,"MasterpieceSupplyMultiplier#1",61,0,"キュプロオーナメンタルハンマー",1,False,580,450,320,40,68,"MasterpieceSupplyMultiplier#1",61,0,"ハイスチールドラブラ",1,False,580,450,320,40,68,"MasterpieceSupplyMultiplier#1",61,0
78,"鍛冶師",62,"クラフタースクリップ:赤貨","ハイスチール・ロングソード",1,False,760,590,420,40,96,"MasterpieceSupplyMultiplier#1",63,0,"ハイスチールナックルDX",1,False,760,590,420,40,107,"MasterpieceSupplyMultiplier#1",63,0,"ハイスチール・バトルアクス",1,False,760,590,420,40,96,"MasterpieceSupplyMultiplier#1",63,0,"ハイスチール・クローハンマー",1,False,660,520,370,40,53,"MasterpieceSupplyMultiplier#1",62,0,"ハイスチールプライヤー",1,False,660,520,370,40,70,"MasterpieceSupplyMultiplier#1",62,0,"ハイスチールアウル",1,False,660,520,370,40,70,"MasterpieceSupplyMultiplier#1",62,0,"ハイスチール・クリナリーナイフ",1,False,660,520,370,40,70,"MasterpieceSupplyMultiplier#1",62,0,"ハイスチールサイズ",1,False,660,520,370,40,70,"MasterpieceSupplyMultiplier#1",62,0
79,"鍛冶師",64,"クラフタースクリップ:赤貨","ドマアイアン・グレートソード",1,False,920,710,510,40,126,"MasterpieceSupplyMultiplier#1",65,0,"ドマアイアンカルバリン",1,False,920,710,510,40,92,"MasterpieceSupplyMultiplier#1",65,0,"卸金打刀",1,False,920,710,510,40,124,"MasterpieceSupplyMultiplier#1",65,0,"ドマアイアン・ラウンドソー",1,False,840,650,470,40,72,"MasterpieceSupplyMultiplier#1",64,0,"ダリウム・ゴールドスミスハンマー",1,False,840,650,470,40,81,"MasterpieceSupplyMultiplier#1",64,0,"ドマアイアンハチェット",1,False,840,650,470,40,108,"MasterpieceSupplyMultiplier#1",64,0,"ドマアイアンファイル",1,False,920,710,510,40,54,"MasterpieceSupplyMultiplier#1",65,0,"ドマアイアンアウル",1,False,920,710,510,40,72,"MasterpieceSupplyMultiplier#1",65,0
80,"鍛冶師",66,"クラフタースクリップ:赤貨","ドマスチール・ロングソード",1,False,1000,780,560,40,92,"MasterpieceSupplyMultiplier#1",66,0,"ドマスチールパタ",1,False,1000,780,560,40,92,"MasterpieceSupplyMultiplier#1",66,0,"ドマスチールマインゴーシュ",1,False,1090,850,610,40,110,"MasterpieceSupplyMultiplier#1",67,0,"ドマスチール・レイジングハンマー",1,False,1000,780,560,40,92,"MasterpieceSupplyMultiplier#1",66,0,"ドマスチール・クローハンマー",1,False,1090,850,610,40,74,"MasterpieceSupplyMultiplier#1",67,0,"ドマスチールプライヤー",1,False,1090,850,610,40,74,"MasterpieceSupplyMultiplier#1",67,0,"ドマスチール・クリナリーナイフ",1,False,1090,850,610,40,73,"MasterpieceSupplyMultiplier#1",67,0,"ドマスチールモール",1,False,1090,850,610,40,74,"MasterpieceSupplyMultiplier#1",67,0
81,"甲冑師",60,"クラフタースクリップ:赤貨","ハイスチールホプロン",1,False,530,420,300,40,60,"MasterpieceSupplyMultiplier#1",61,0,"ハイスチール・ディフェンダーアームガード",1,False,580,450,320,40,68,"MasterpieceSupplyMultiplier#1",61,0,"ハイスチール・スレイヤースケイルメイル",1,False,580,450,320,40,85,"MasterpieceSupplyMultiplier#1",61,0,"ハイスチール・ボムフライパン",1,False,580,450,320,40,68,"MasterpieceSupplyMultiplier#1",61,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
82,"甲冑師",62,"クラフタースクリップ:赤貨","ハイスチール・ディフェンダーバルビュート",1,False,660,520,370,40,87,"MasterpieceSupplyMultiplier#1",62,0,"ハイスチール・ディフェンダーソルレット",1,False,760,590,420,40,70,"MasterpieceSupplyMultiplier#1",63,0,"ハイスチール・スレイヤーメイル",1,False,760,590,420,40,87,"MasterpieceSupplyMultiplier#1",63,0,"ハイスチール・スレイヤーガントレット",1,False,760,590,420,40,70,"MasterpieceSupplyMultiplier#1",63,0,"ハイスチール・スレイヤープレートベルト",1,False,660,520,370,40,69,"MasterpieceSupplyMultiplier#1",62,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
83,"甲冑師",64,"クラフタースクリップ:赤貨","ドマアイアン・ディフェンダーガントレット",1,False,840,650,470,40,90,"MasterpieceSupplyMultiplier#1",64,0,"ドマアイアン・ディフェンダーグリーヴ",1,False,840,650,470,40,90,"MasterpieceSupplyMultiplier#1",64,0,"タイガースレイヤーコート",1,False,920,710,510,40,126,"MasterpieceSupplyMultiplier#1",65,0,"ドマアイアン・スレイヤータセット",1,False,840,650,470,40,89,"MasterpieceSupplyMultiplier#1",64,0,"ドマアイアンアレンビック",1,False,920,710,510,40,89,"MasterpieceSupplyMultiplier#1",65,0,"ドマアイアンフライパン",1,False,920,710,510,40,89,"MasterpieceSupplyMultiplier#1",65,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
84,"甲冑師",66,"クラフタースクリップ:赤貨","ドマスチールシールド",1,False,1090,850,610,40,73,"MasterpieceSupplyMultiplier#1",67,0,"ドマスチール・ディフェンダーアーメット",1,False,1090,850,610,40,92,"MasterpieceSupplyMultiplier#1",67,0,"ドマスチール・ディフェンダーガントレット",1,False,1000,780,560,40,110,"MasterpieceSupplyMultiplier#1",66,0,"ドマスチール・スレイヤータバード",1,False,1090,850,610,40,146,"MasterpieceSupplyMultiplier#1",67,0,"ドマスチール・ストライカーガントレット",1,False,1000,780,560,40,110,"MasterpieceSupplyMultiplier#1",66,0,"ドマスチール・スカウトグリーヴ",1,False,1000,780,560,40,92,"MasterpieceSupplyMultiplier#1",66,0,"ドマスチールアレンビック",1,False,1090,850,610,40,102,"MasterpieceSupplyMultiplier#1",67,0,"ドマスチール・サボテンダーフライパン",1,False,1090,850,610,40,92,"MasterpieceSupplyMultiplier#1",67,0
85,"彫金師",60,"クラフタースクリップ:赤貨","トリフェーンディフェンダーイヤリング",1,False,580,450,320,40,51,"MasterpieceSupplyMultiplier#1",61,0,"トリフェーンレンジャーイヤリング",1,False,580,450,320,40,51,"MasterpieceSupplyMultiplier#1",61,0,"トリフェーンアタッカーチョーカー",1,False,580,450,320,40,51,"MasterpieceSupplyMultiplier#1",61,0,"トリフェーンヒーラーチョーカー",1,False,580,450,320,40,51,"MasterpieceSupplyMultiplier#1",61,0,"トリフェーンヒーラーブレスレット",1,False,530,420,300,40,51,"MasterpieceSupplyMultiplier#1",61,0,"トリフェーンディフェンダーリング",1,False,530,420,300,40,34,"MasterpieceSupplyMultiplier#1",61,0,"トリフェーンレンジャーリング",1,False,530,420,300,40,34,"MasterpieceSupplyMultiplier#1",61,0,"トリフェーンキャスターリング",1,False,530,420,300,40,34,"MasterpieceSupplyMultiplier#1",61,0
86,"彫金師",62,"クラフタースクリップ:赤貨","キュプロプラニスフィアDX",1,False,760,590,420,40,115,"MasterpieceSupplyMultiplier#1",63,0,"キュプロアタッカーピアス",1,False,760,590,420,40,70,"MasterpieceSupplyMultiplier#1",63,0,"キュプロヒーラーピアス",1,False,760,590,420,40,70,"MasterpieceSupplyMultiplier#1",63,0,"キュプロレンジャーネックレス",1,False,760,590,420,40,70,"MasterpieceSupplyMultiplier#1",63,0,"キュプロキャスターネックレス",1,False,760,590,420,40,70,"MasterpieceSupplyMultiplier#1",63,0,"キュプロディフェンダーブレスレット",1,False,660,520,370,40,51,"MasterpieceSupplyMultiplier#1",62,0,"キュプロヒーラーブレスレット",1,False,660,520,370,40,51,"MasterpieceSupplyMultiplier#1",62,0,"ムードスードホーン・アタッカーリング",1,False,660,520,370,40,52,"MasterpieceSupplyMultiplier#1",62,0
87,"彫金師",64,"クラフタースクリップ:赤貨","ダリウムスタッフ",1,False,920,710,510,40,91,"MasterpieceSupplyMultiplier#1",65,0,"スタースピネル・ヒーラーイヤリング",1,False,920,710,510,40,89,"MasterpieceSupplyMultiplier#1",65,0,"スタースピネル・キャスターイヤリング",1,False,920,710,510,40,89,"MasterpieceSupplyMultiplier#1",65,0,"スタースピネル・アタッカーチョーカー",1,False,920,710,510,40,88,"MasterpieceSupplyMultiplier#1",65,0,"スタースピネル・ヒーラーブレスレット",1,False,840,650,470,40,89,"MasterpieceSupplyMultiplier#1",64,0,"スタースピネル・ディフェンダーリング",1,False,840,650,470,40,71,"MasterpieceSupplyMultiplier#1",64,0,"スタースピネル・レンジャーリング",1,False,840,650,470,40,71,"MasterpieceSupplyMultiplier#1",64,0,"ダリウムチャプレット",1,False,920,710,510,40,62,"MasterpieceSupplyMultiplier#1",65,0
88,"彫金師",66,"クラフタースクリップ:赤貨","アズライトディフェンダーイヤリング",1,False,1090,850,610,40,92,"MasterpieceSupplyMultiplier#1",67,0,"アズライトキャスターイヤリング",1,False,1090,850,610,40,92,"MasterpieceSupplyMultiplier#1",67,0,"アズライトアタッカーチョーカー",1,False,1090,850,610,40,73,"MasterpieceSupplyMultiplier#1",67,0,"アズライトヒーラーチョーカー",1,False,1090,850,610,40,73,"MasterpieceSupplyMultiplier#1",67,0,"アズライトレンジャーブレスレット",1,False,1000,780,560,40,92,"MasterpieceSupplyMultiplier#1",66,0,"アズライトアタッカーリング",1,False,1000,780,560,40,55,"MasterpieceSupplyMultiplier#1",66,0,"アズライトヒーラーリング",1,False,1000,780,560,40,55,"MasterpieceSupplyMultiplier#1",66,0,"アズライトキャスターリング",1,False,1000,780,560,40,55,"MasterpieceSupplyMultiplier#1",66,0
89,"革細工師",60,"クラフタースクリップ:赤貨","ガガナ・ディフェンダーレッグガード",1,False,580,450,320,40,68,"MasterpieceSupplyMultiplier#1",61,0,"ガガナスレイヤーベルト",1,False,530,420,300,40,43,"MasterpieceSupplyMultiplier#1",61,0,"ガガナレンジャージャケット",1,False,580,450,320,40,102,"MasterpieceSupplyMultiplier#1",61,0,"ガガナレンジャーチャップス",1,False,580,450,320,40,102,"MasterpieceSupplyMultiplier#1",61,0,"ガガナキャスターベルト",1,False,530,420,300,40,43,"MasterpieceSupplyMultiplier#1",61,0,"ガガナシューズ",1,False,580,450,320,40,68,"MasterpieceSupplyMultiplier#1",61,0,"ガガナブッシュハット",1,False,580,450,320,40,54,"MasterpieceSupplyMultiplier#1",61,0,"ガガナグローブ",1,False,580,450,320,40,60,"MasterpieceSupplyMultiplier#1",61,0
90,"革細工師",62,"クラフタースクリップ:赤貨","ギュウキスレイヤートラウザー",1,False,660,520,370,40,88,"MasterpieceSupplyMultiplier#1",62,0,"ギュウキ・ストライカーハーフグローブ",1,False,660,520,370,40,87,"MasterpieceSupplyMultiplier#1",62,0,"ギュウキ・レンジャークロスベルト",1,False,660,520,370,40,70,"MasterpieceSupplyMultiplier#1",62,0,"ギュウキ・スカウトクロスベルト",1,False,660,520,370,40,70,"MasterpieceSupplyMultiplier#1",62,0,"ギュウキヒーラーブーツ",1,False,760,590,420,40,87,"MasterpieceSupplyMultiplier#1",63,0,"ギュウキクラフターグローブ",1,False,760,590,420,40,70,"MasterpieceSupplyMultiplier#1",63,0,"ギュウキイヤリング",1,False,760,590,420,40,53,"MasterpieceSupplyMultiplier#1",63,0,"ギュウキクロスリング",1,False,760,590,420,40,35,"MasterpieceSupplyMultiplier#1",63,0
91,"革細工師",64,"クラフタースクリップ:赤貨","タイガー・ストライカートライコーン",1,False,920,710,510,40,107,"MasterpieceSupplyMultiplier#1",65,0,"タイガー・ストライカーリストグローブ",1,False,840,650,470,40,90,"MasterpieceSupplyMultiplier#1",64,0,"タイガー・レンジャーサイブーツ",1,False,920,710,510,40,91,"MasterpieceSupplyMultiplier#1",65,0,"タイガー・スカウトリングベルト",1,False,840,650,470,40,89,"MasterpieceSupplyMultiplier#1",64,0,"タイガー・ヒーラーアームガード",1,False,840,650,470,40,90,"MasterpieceSupplyMultiplier#1",64,0,"タイガー・キャスタージャックブーツ",1,False,920,710,510,40,91,"MasterpieceSupplyMultiplier#1",65,0,"タイガーギャザラーキャップ",1,False,920,710,510,40,61,"MasterpieceSupplyMultiplier#1",65,0,"タイガーギャザラーブーツ",1,False,920,710,510,40,72,"MasterpieceSupplyMultiplier#1",65,0
92,"革細工師",66,"クラフタースクリップ:赤貨","マーリドディフェンダーベルト",1,False,1000,780,560,40,73,"MasterpieceSupplyMultiplier#1",66,0,"マーリドストライカーコート",1,False,1090,850,610,40,146,"MasterpieceSupplyMultiplier#1",67,0,"マーリドスカウトブリーチ",1,False,1090,850,610,40,147,"MasterpieceSupplyMultiplier#1",67,0,"マーリドヒーラーブーツ",1,False,1000,780,560,40,92,"MasterpieceSupplyMultiplier#1",66,0,"マーリドキャスターコルセット",1,False,1000,780,560,40,91,"MasterpieceSupplyMultiplier#1",66,0,"マーリドクラフターグローブ",1,False,1090,850,610,40,74,"MasterpieceSupplyMultiplier#1",67,0,"マーリドギャザラーバブーシュ",1,False,1090,850,610,40,74,"MasterpieceSupplyMultiplier#1",67,0,"マーリドチョーカー",1,False,1090,850,610,40,55,"MasterpieceSupplyMultiplier#1",67,0
93,"裁縫師",60,"クラフタースクリップ:赤貨","レッドヘンプ・ストライカーブレー",1,False,530,420,300,40,85,"MasterpieceSupplyMultiplier#1",61,0,"レッドヘンプ・スカウトベスト",1,False,580,450,320,40,87,"MasterpieceSupplyMultiplier#1",61,0,"レッドヘンプ・スカウトブレー",1,False,530,420,300,40,85,"MasterpieceSupplyMultiplier#1",61,0,"レッドヘンプ・ヒーラーキュロット",1,False,530,420,300,40,86,"MasterpieceSupplyMultiplier#1",61,0,"レッドヘンプ・キャスターチェストラップ",1,False,580,450,320,40,88,"MasterpieceSupplyMultiplier#1",61,0,"レッドヘンプスカート",1,False,580,450,320,40,85,"MasterpieceSupplyMultiplier#1",61,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0,"",0,False,0,0,0,1000,0,"MasterpieceSupplyMultiplier#0",0,0
94,"裁縫師",62,"クラフタースクリップ:赤貨","ルビーコットン・ストライカーバンダナ",1,False,660,520,370,40,70,"MasterpieceSupplyMultiplier#1",62,0,"ルビーコットンガンビスン",1,False,760,590,420,40,105,"MasterpieceSupplyMultiplier#1",63,0,"ルビーコットン・スカウトジレ",1,False,760,590,420,40,88,"MasterpieceSupplyMultiplier#1",63,0,"ルビーコットンスモール",1,False,760,590,420,40,105,"MasterpieceSupplyMultiplier#1",63,0,"ルビーコットン・ロングキルト",1,False,760,590,420,40,105,"MasterpieceSupplyMultiplier#1",63,0,"ルビーコットン・キャスターサッシュ",1,False,660,520,370,40,53,"MasterpieceSupplyMultiplier#1",62,0,"ルビーコットンコーティー",1,False,760,590,420,40,105,"MasterpieceSupplyMultiplier#1",63,0,"ルビーコットンボトム",1,False,760,590,420,40,105,"MasterpieceSupplyMultiplier#1",63,0
