key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
3457,14033,"裁縫","RecipeLevelTable#255","レッドヘンプ・クラフターターバン",1,19974,2,19975,1,19938,1,19962,1,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3458,14038,"裁縫","RecipeLevelTable#255","レッドヘンプ・クラフターダブレット",1,19974,2,19993,2,19975,1,5068,1,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3459,12625,"革細工","RecipeLevelTable#255","ガガナハーフグローブ",1,19993,2,19975,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3460,14045,"裁縫","RecipeLevelTable#255","レッドヘンプスカート",1,19974,3,19993,1,19975,1,0,0,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3461,12644,"革細工","RecipeLevelTable#255","ガガナシューズ",1,19993,2,19974,1,19975,1,5510,1,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3462,12621,"革細工","RecipeLevelTable#255","ガガナブッシュハット",1,19993,2,19974,1,5068,1,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3463,12623,"革細工","RecipeLevelTable#255","ガガナベスト",1,19993,2,19974,2,19975,1,5068,1,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3464,12626,"革細工","RecipeLevelTable#255","ガガナグローブ",1,19993,2,12566,1,19975,1,0,0,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3465,14046,"裁縫","RecipeLevelTable#255","レッドヘンプ・ギャザラートラウザー",1,19974,3,19993,1,19975,1,0,0,0,0,0,0,0,0,0,0,12,3,10,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3466,12645,"革細工","RecipeLevelTable#255","ガガナフリンジブーツ",1,19993,2,12566,1,19975,1,5510,1,0,0,0,0,0,0,0,0,11,3,10,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3467,14057,"裁縫","RecipeLevelTable#270","ルビーコットンキャップ",1,19977,2,19978,1,19940,1,0,0,0,0,0,0,0,0,0,0,12,4,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3468,14063,"裁縫","RecipeLevelTable#270","ルビーコットンコーティー",1,19977,3,19994,1,19978,1,19939,1,0,0,0,0,0,0,0,0,12,4,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3469,12661,"革細工","RecipeLevelTable#270","ギュウキクラフターグローブ",1,19994,2,19978,1,19939,1,0,0,0,0,0,0,0,0,0,0,11,4,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3470,14069,"裁縫","RecipeLevelTable#270","ルビーコットンボトム",1,19977,3,19994,1,19978,1,19939,1,0,0,0,0,0,0,0,0,12,4,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3471,12669,"革細工","RecipeLevelTable#270","ギュウキシューズ",1,19994,2,19977,1,19978,1,5510,1,0,0,0,0,0,0,0,0,11,4,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3472,12659,"革細工","RecipeLevelTable#270","ギュウキハット",1,19994,2,19977,1,19978,1,0,0,0,0,0,0,0,0,0,0,11,4,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3473,12660,"革細工","RecipeLevelTable#270","ギュウキジャケット",1,19994,3,19977,1,19978,1,19939,1,0,0,0,0,0,0,0,0,11,4,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3474,12662,"革細工","RecipeLevelTable#270","ギュウキギャザラーグローブ",1,19994,2,19940,1,19978,1,0,0,0,0,0,0,0,0,0,0,11,4,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3475,12663,"革細工","RecipeLevelTable#270","ギュウキチャップス",1,19994,3,19977,1,19978,1,19939,1,0,0,0,0,0,0,0,0,11,4,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3476,12670,"革細工","RecipeLevelTable#270","ギュウキギャザラーブーツ",1,19994,2,19941,1,19978,1,5510,1,0,0,0,0,0,0,0,0,11,4,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3477,14083,"裁縫","RecipeLevelTable#276","クズクロス・クラフターキャップ",1,19980,2,19942,1,19978,1,12544,1,5351,3,0,0,0,0,0,0,12,4,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3478,14089,"裁縫","RecipeLevelTable#276","クズクロス・クラフターローブ",1,19980,3,19978,1,19942,1,19985,2,12544,1,0,0,0,0,0,0,12,4,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3479,15508,"彫金","RecipeLevelTable#276","ダリウムチャプレット",1,19942,1,12544,2,19965,2,0,0,0,0,0,0,0,0,0,0,10,4,8,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3480,14092,"裁縫","RecipeLevelTable#276","クズクロス・クラフターキュロット",1,19980,2,19977,1,19978,1,19995,1,5196,2,0,0,0,0,0,0,12,4,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3481,12695,"革細工","RecipeLevelTable#276","タイガークラフターブーツ",1,19995,2,19980,1,19978,1,5510,1,0,0,0,0,0,0,0,0,11,4,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3482,12688,"革細工","RecipeLevelTable#276","タイガーギャザラーキャップ",1,19995,2,19978,1,19985,2,5360,1,0,0,0,0,0,0,0,0,11,4,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3483,14090,"裁縫","RecipeLevelTable#276","クズクロス・ギャザラーコート",1,19980,3,19978,1,19942,1,19965,1,0,0,0,0,0,0,0,0,12,4,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3484,12689,"革細工","RecipeLevelTable#276","タイガー・ギャザラーフィンガレスグローブ",1,19995,2,19942,1,19978,1,19985,1,19965,1,0,0,0,0,0,0,11,4,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3485,14093,"裁縫","RecipeLevelTable#276","クズクロス・ギャザラーキュロット",1,19980,2,19977,1,19978,1,19995,1,5196,2,0,0,0,0,0,0,12,4,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3486,12696,"革細工","RecipeLevelTable#276","タイガーギャザラーブーツ",1,19995,2,19980,1,19978,1,5510,1,0,0,0,0,0,0,0,0,11,4,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3487,14104,"裁縫","RecipeLevelTable#282","サージクラフターターバン",1,19983,2,19984,1,19944,1,12550,1,0,0,0,0,0,0,0,0,12,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3488,12715,"革細工","RecipeLevelTable#282","マーリドクラフターボレロ",1,19996,2,19983,1,19984,1,19944,1,12550,1,0,0,0,0,0,0,11,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3489,12717,"革細工","RecipeLevelTable#282","マーリドクラフターグローブ",1,19996,2,19984,1,19944,1,0,0,0,0,0,0,0,0,0,0,11,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3490,14112,"裁縫","RecipeLevelTable#282","サージクラフターサルエル",1,19983,3,19984,1,19944,1,0,0,0,0,0,0,0,0,0,0,12,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3491,12723,"革細工","RecipeLevelTable#282","マーリドクラフターバブーシュ",1,19996,2,19984,1,19944,1,5510,1,0,0,0,0,0,0,0,0,11,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3492,14105,"裁縫","RecipeLevelTable#282","サージギャザラーターバン",1,19983,2,19984,1,19944,1,19965,1,0,0,0,0,0,0,0,0,12,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3493,12716,"革細工","RecipeLevelTable#282","マーリドギャザラーボレロ",1,19996,2,19983,1,19984,1,19944,1,19965,2,0,0,0,0,0,0,11,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3494,12718,"革細工","RecipeLevelTable#282","マーリドギャザラーグローブ",1,19996,2,19984,1,19944,1,0,0,0,0,0,0,0,0,0,0,11,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3495,14113,"裁縫","RecipeLevelTable#282","サージギャザラーサルエル",1,19983,3,19984,1,19944,1,0,0,0,0,0,0,0,0,0,0,12,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3496,12724,"革細工","RecipeLevelTable#282","マーリドギャザラーバブーシュ",1,19996,2,19984,1,19944,1,5510,1,0,0,0,0,0,0,0,0,11,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3497,14133,"裁縫","RecipeLevelTable#290","サージニットキャップ",1,19987,1,19984,4,0,0,0,0,0,0,0,0,0,0,0,0,12,6,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3498,14135,"裁縫","RecipeLevelTable#290","ツインシルク・サスペンダーシャツ",1,19987,2,19983,2,19997,1,19988,2,0,0,0,0,0,0,0,0,12,6,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3499,12752,"革細工","RecipeLevelTable#290","ガゼルクラフターグローブ",1,19997,2,19987,1,19988,1,0,0,0,0,0,0,0,0,0,0,11,6,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3500,14138,"裁縫","RecipeLevelTable#290","ツインシルク・クロップドパンツ",1,19987,2,19983,2,19988,1,0,0,0,0,0,0,0,0,0,0,12,6,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3501,12757,"革細工","RecipeLevelTable#290","ガゼルシューズ",1,19997,2,19987,1,19988,1,5510,1,0,0,0,0,0,0,0,0,11,6,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3502,14134,"裁縫","RecipeLevelTable#290","サージフード",1,19987,1,19983,2,19984,1,19986,3,0,0,0,0,0,0,0,0,12,6,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3503,14136,"裁縫","RecipeLevelTable#290","サージポンチョ",1,19987,1,19983,3,19984,1,19986,3,0,0,0,0,0,0,0,0,12,6,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3504,14137,"裁縫","RecipeLevelTable#290","サージワークグローブ",1,19987,1,19983,2,19984,1,0,0,0,0,0,0,0,0,0,0,12,6,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3505,14139,"裁縫","RecipeLevelTable#290","ツインシルク・ギャザラースロップ",1,19987,2,19997,1,19983,1,19984,1,0,0,0,0,0,0,0,0,12,6,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3506,12758,"革細工","RecipeLevelTable#290","ガゼルファーブーツ",1,19997,2,19983,1,19984,1,19986,3,5510,1,0,0,0,0,0,0,11,6,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3507,14055,"裁縫","RecipeLevelTable#265","ルビーコットンエプロン",1,19977,2,19978,1,19938,1,0,0,0,0,0,0,0,0,0,0,12,3,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3508,17290,"木工","RecipeLevelTable#270","ラーチイヤリング",1,19926,1,19925,1,7017,1,0,0,0,0,0,0,0,0,0,0,10,4,9,3,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3509,17291,"木工","RecipeLevelTable#270","ラーチネックレス",1,19926,1,19925,1,19978,1,7017,1,0,0,0,0,0,0,0,0,10,4,9,3,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3510,17292,"木工","RecipeLevelTable#270","ラーチブレスレット",1,19926,2,19925,1,19978,1,7017,1,0,0,0,0,0,0,0,0,10,4,9,3,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3511,17293,"木工","RecipeLevelTable#270","ラーチリング",1,19926,1,7017,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,3,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3512,12655,"革細工","RecipeLevelTable#265","ガガナギャザラーベルト",1,19993,2,19939,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3513,12671,"革細工","RecipeLevelTable#270","ギュウキイヤリング",1,19994,1,19940,2,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,3,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3514,12672,"革細工","RecipeLevelTable#270","ギュウキチョーカー",1,19994,1,19978,1,19940,1,0,0,0,0,0,0,0,0,0,0,11,4,10,3,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3515,12673,"革細工","RecipeLevelTable#270","ギュウキリストバンド",1,19994,2,19978,1,19940,1,0,0,0,0,0,0,0,0,0,0,11,4,10,3,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3516,12674,"革細工","RecipeLevelTable#270","ギュウキクロスリング",1,19994,1,19940,1,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,3,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3517,14102,"裁縫","RecipeLevelTable#279","サージエプロン",1,19983,2,19984,1,19944,1,0,0,0,0,0,0,0,0,0,0,12,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3518,17310,"木工","RecipeLevelTable#282","パーシモンイヤリング",1,19927,1,5372,1,7017,1,0,0,0,0,0,0,0,0,0,0,10,5,9,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3519,17311,"木工","RecipeLevelTable#282","パーシモンネックレス",1,19927,1,5372,1,19984,1,7017,1,0,0,0,0,0,0,0,0,10,5,9,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3520,17312,"木工","RecipeLevelTable#282","パーシモンブレスレット",1,19927,2,5372,1,19984,1,7017,1,0,0,0,0,0,0,0,0,10,5,9,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3521,17313,"木工","RecipeLevelTable#282","パーシモンリング",1,19927,1,7017,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,9,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3522,12708,"革細工","RecipeLevelTable#279","タイガーギャザラーベルト",1,19995,2,19943,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,10,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3523,12725,"革細工","RecipeLevelTable#282","マーリドイヤリング",1,19996,1,19944,2,0,0,0,0,0,0,0,0,0,0,0,0,11,5,10,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3524,12726,"革細工","RecipeLevelTable#282","マーリドチョーカー",1,19996,1,19984,1,19944,1,0,0,0,0,0,0,0,0,0,0,11,5,10,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3525,12727,"革細工","RecipeLevelTable#282","マーリドリストバンド",1,19996,2,19984,1,19944,1,0,0,0,0,0,0,0,0,0,0,11,5,10,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3526,12728,"革細工","RecipeLevelTable#282","マーリドクロスリング",1,19996,1,19944,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,10,4,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3527,14128,"裁縫","RecipeLevelTable#288","ツインシルクエプロン",1,19987,2,19988,1,19946,1,0,0,0,0,0,0,0,0,0,0,12,5,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3528,17319,"木工","RecipeLevelTable#288","ゼルコバイヤリング",1,19928,1,19927,1,7017,1,0,0,0,0,0,0,0,0,0,0,10,5,9,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3529,17320,"木工","RecipeLevelTable#288","ゼルコバネックレス",1,19928,1,19927,1,19988,1,7017,1,0,0,0,0,0,0,0,0,10,5,9,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3530,17321,"木工","RecipeLevelTable#288","ゼルコバブレスレット",1,19928,2,19927,1,19988,1,7017,1,0,0,0,0,0,0,0,0,10,5,9,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3531,17322,"木工","RecipeLevelTable#288","ゼルコバリング",1,19928,1,7017,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,9,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3532,12756,"革細工","RecipeLevelTable#290","ガゼルギャザラーベルト",1,19997,2,19947,1,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3533,12759,"革細工","RecipeLevelTable#290","ガゼルイヤリング",1,19997,1,19946,2,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3534,12760,"革細工","RecipeLevelTable#290","ガゼルチョーカー",1,19997,1,19988,1,19946,1,0,0,0,0,0,0,0,0,0,0,11,6,10,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3535,12761,"革細工","RecipeLevelTable#290","ガゼルリストバンド",1,19997,2,19988,1,19946,1,0,0,0,0,0,0,0,0,0,0,11,6,10,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3536,12762,"革細工","RecipeLevelTable#290","ガゼルクロスリング",1,19997,1,19946,1,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3537,14721,"裁縫","RecipeLevelTable#139","カーバンクルベッド",1,12591,2,12582,2,12597,4,12594,2,12544,4,0,0,0,0,0,0,12,5,10,4,1085,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3538,16121,"彫金","RecipeLevelTable#29","ウォールフラワーベース",1,7009,2,5063,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,1083,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3539,13349,"革細工","RecipeLevelTable#270","ダルメルの剥製",1,12570,12,12578,4,19926,4,0,0,0,0,0,0,0,0,0,0,11,4,10,3,1084,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3540,13350,"革細工","RecipeLevelTable#290","ガガナの剥製",1,19999,12,19910,4,19928,3,0,0,0,0,0,0,0,0,0,0,11,6,10,5,1084,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3541,17824,"木工","RecipeLevelTable#270","東方風キセル箱",1,19926,2,5365,1,19938,1,0,0,0,0,0,0,0,0,0,0,10,4,9,3,1080,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3542,17829,"木工","RecipeLevelTable#276","東方風化粧箱",1,5372,2,19925,1,19977,1,12610,1,19942,1,0,0,0,0,0,0,10,4,9,4,1080,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3543,17840,"木工","RecipeLevelTable#285","ドマ風衝立",1,19928,2,19927,2,19943,1,7017,1,0,0,0,0,0,0,0,0,10,5,9,5,1080,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3544,16874,"調理","RecipeLevelTable#276","オリエンタル・ランチセット:寿司",1,19849,1,19843,1,4967,1,4896,1,20187,1,4891,1,0,0,0,0,8,4,13,4,1087,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3545,16876,"調理","RecipeLevelTable#279","オリエンタル・ランチセット:蕎麦",1,19850,1,4864,1,12906,1,19855,1,19879,1,0,0,0,0,0,0,8,5,13,4,1087,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3546,16873,"調理","RecipeLevelTable#273","オリエンタル・ランチセット:うどん",1,19841,1,4864,1,12906,1,19842,1,19844,1,19859,1,0,0,0,0,8,4,13,3,1087,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3547,16875,"調理","RecipeLevelTable#276","オリエンタル・ランチセット:おにぎり",1,19849,1,19848,1,19879,1,4967,1,4846,1,0,0,0,0,0,0,8,4,13,4,1087,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3548,17701,"木工","RecipeLevelTable#34","イーゼル",1,5373,2,5485,1,7025,2,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1080,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3549,17846,"木工","RecipeLevelTable#290","東方風茶屋床机",1,19928,3,19946,2,12592,4,0,0,0,0,0,0,0,0,0,0,10,6,9,5,1072,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3550,18835,"錬金","RecipeLevelTable#136","カーバンクルトピアリー",1,12656,3,12586,5,12607,3,0,0,0,0,0,0,0,0,0,0,13,4,12,4,1078,False,50,100,50,100,0,0,0,0,0,"",0,False,False,True,"","",False,False,0
3551,16698,"調理","RecipeLevelTable#285","ドマ茶",3,19869,1,4828,1,19857,1,19872,1,19844,1,0,0,0,0,0,0,8,5,13,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3552,16670,"調理","RecipeLevelTable#255","ロークワットジュース",3,19851,3,12889,1,4850,1,0,0,0,0,0,0,0,0,0,0,8,3,13,2,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3553,16674,"調理","RecipeLevelTable#265","蕎麦茶",3,19850,3,19871,1,4846,1,0,0,0,0,0,0,0,0,0,0,8,3,13,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3554,16671,"調理","RecipeLevelTable#255","バクラヴァ",3,19841,1,19877,1,4753,1,4842,1,4806,1,4850,1,0,0,0,0,8,3,13,2,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3555,16708,"調理","RecipeLevelTable#300","コンポートゼリー",3,19851,1,19869,1,19852,1,4863,1,19844,1,20013,1,0,0,0,0,14,2,19,1,0,True,50,100,100,100,0,1100,1080,1320,0,"",0,True,True,True,"","",False,False,0
3556,16694,"調理","RecipeLevelTable#282","パーシモンプディング",3,19869,1,19841,1,19877,1,4844,1,19844,1,19878,1,0,0,0,0,8,5,13,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3557,16701,"調理","RecipeLevelTable#288","ちらし寿司",3,19849,1,19843,1,19863,1,19865,1,20187,1,19877,1,0,0,0,0,8,5,13,5,0,True,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3558,16709,"調理","RecipeLevelTable#300","柿の葉寿司",3,19849,1,19843,1,19870,1,20225,1,20226,1,20013,1,0,0,0,0,14,2,19,1,0,True,50,100,100,100,0,1100,1080,1320,0,"",0,True,True,True,"","",False,False,0
3559,16678,"調理","RecipeLevelTable#270","とろろ蕎麦",3,19850,1,4864,1,12906,1,19861,1,19877,1,19879,1,0,0,0,0,8,4,13,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3560,16686,"調理","RecipeLevelTable#276","ショルログ",3,19873,1,4785,1,19864,1,4830,1,19848,1,0,0,0,0,0,0,8,4,13,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3561,16702,"調理","RecipeLevelTable#288","ジャムメルジャーキー",3,19875,1,19907,1,19864,1,4830,1,4838,1,12971,1,0,0,0,0,8,5,13,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3562,16695,"調理","RecipeLevelTable#282","芙蓉蟹",3,19877,1,20208,1,19853,1,19863,1,19860,1,4864,1,0,0,0,0,8,5,13,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3563,16699,"調理","RecipeLevelTable#285","鬼殻焼",3,20209,1,12906,1,19845,1,12907,1,0,0,0,0,0,0,0,0,8,5,13,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3564,16679,"調理","RecipeLevelTable#270","サザエの壺焼",3,20174,1,12906,1,19845,1,0,0,0,0,0,0,0,0,0,0,8,4,13,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3565,16700,"調理","RecipeLevelTable#285","ヒラマサの兜煮",3,20199,1,19855,1,12906,1,19880,1,19857,1,19844,1,0,0,0,0,8,5,13,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3566,16705,"調理","RecipeLevelTable#290","キジハタの清蒸",3,20038,1,12906,1,19846,1,19845,1,19857,1,19859,1,0,0,0,0,8,6,13,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3567,16687,"調理","RecipeLevelTable#276","カエルの餡かけ",3,20191,1,19841,1,19846,1,19853,1,19843,1,19844,1,0,0,0,0,8,4,13,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3568,16690,"調理","RecipeLevelTable#279","天ぷら盛り合わせ",3,19841,1,19877,1,19846,1,20187,1,20179,1,19865,1,0,0,0,0,8,5,13,4,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3569,16706,"調理","RecipeLevelTable#290","カワダイの煮込み",3,20218,1,19907,1,19846,1,19853,1,19866,1,19854,1,0,0,0,0,8,6,13,5,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
3570,16675,"調理","RecipeLevelTable#265","グリルドチャー",3,20050,1,19848,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,3,0,False,50,100,100,100,0,0,0,0,0,"",0,True,True,True,"","",False,False,0
