key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
6587,,"ActionTimelineMove#4",0,0,1.4,"ModelChara#1853","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6588,,"ActionTimelineMove#4",0,0,1.4,"ModelChara#2006","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6589,,"ActionTimelineMove#4",0,0,1,"ModelChara#1771","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6590,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#1717","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853404","BNpcParts#0",True,True,True,True,False,0,0
6591,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#1989","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6592,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#1989","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6593,,"ActionTimelineMove#4",0,0,2.5,"ModelChara#1807","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853539","BNpcParts#0",True,True,True,True,False,0,0
6594,,"ActionTimelineMove#4",0,0,2.5,"ModelChara#1807","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6595,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#1720","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853567","BNpcParts#0",True,True,True,True,False,0,0
6596,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#1720","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6597,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#654","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6598,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#1851","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6599,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#1947","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853505","BNpcParts#0",True,True,True,True,False,0,0
6600,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#1850","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6601,,"ActionTimelineMove#4",0,0,2,"ModelChara#1906","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6602,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#1852","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853544","BNpcParts#0",True,True,True,True,False,0,0
6603,,"ActionTimelineMove#4",0,0,1.4,"ModelChara#2058","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6604,,"ActionTimelineMove#4",0,0,1.4,"ModelChara#1907","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6605,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1943","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853540","BNpcParts#0",True,True,True,True,False,0,0
6606,,"ActionTimelineMove#4",0,0,2,"ModelChara#1929","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6607,,"ActionTimelineMove#4",0,0,1,"ModelChara#2000","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6608,,"ActionTimelineMove#4",0,0,1.7,"ModelChara#1869","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6609,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1908","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853411","BNpcParts#0",True,True,True,True,False,0,0
6610,,"ActionTimelineMove#4",0,0,1,"ModelChara#1848","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6611,,"ActionTimelineMove#4",0,0,1,"ModelChara#386","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6612,,"ActionTimelineMove#4",0,0,1,"ModelChara#383","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6613,,"ActionTimelineMove#4",0,0,1,"ModelChara#385","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6614,,"ActionTimelineMove#4",0,0,1,"ModelChara#384","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6615,,"ActionTimelineMove#4",0,0,1,"ModelChara#381","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6616,,"ActionTimelineMove#4",0,0,0.5,"ModelChara#1682","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6617,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,False,False,True,False,0,0
6618,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1699","BNpcCustomize#0","NpcEquip#1306",0,0,False,"ArrayEventHandler#853647","BNpcParts#0",True,True,True,True,False,0,0
6619,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1699","BNpcCustomize#0","NpcEquip#1307",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6620,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1699","BNpcCustomize#0","NpcEquip#1308",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6621,,"ActionTimelineMove#4",0,0,0.8,"ModelChara#1867","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853467","BNpcParts#0",True,True,True,True,False,0,0
6622,,"ActionTimelineMove#4",0,0,0.6,"ModelChara#1714","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853368","BNpcParts#0",True,True,True,True,False,0,0
6623,,"ActionTimelineMove#4",0,0,0.6,"ModelChara#1714","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6624,,"ActionTimelineMove#4",0,0,2,"ModelChara#1813","BNpcCustomize#0","NpcEquip#1495",0,0,False,"ArrayEventHandler#853495","BNpcParts#0",True,True,True,True,False,0,0
6625,,"ActionTimelineMove#4",0,0,1.9,"ModelChara#1759","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6626,,"ActionTimelineMove#4",0,0,1.9,"ModelChara#1949","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853383","BNpcParts#0",True,True,True,True,False,0,0
6627,,"ActionTimelineMove#4",0,0,1.8,"ModelChara#1999","BNpcCustomize#0","NpcEquip#1523",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6628,,"ActionTimelineMove#4",0,0,1.8,"ModelChara#1999","BNpcCustomize#0","NpcEquip#1523",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6629,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#2052","BNpcCustomize#0","NpcEquip#1545",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6630,,"ActionTimelineMove#4",0,0,1,"ModelChara#1800","BNpcCustomize#0","NpcEquip#1544",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6631,,"ActionTimelineMove#4",0,0,2,"ModelChara#1821","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6632,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#1684","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853393","BNpcParts#0",True,True,True,True,False,0,0
6633,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#83","NpcEquip#465",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6634,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1812","BNpcCustomize#0","NpcEquip#1508",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6635,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1812","BNpcCustomize#0","NpcEquip#1506",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6636,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1812","BNpcCustomize#0","NpcEquip#1507",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6637,,"ActionTimelineMove#4",0,0,1.8,"ModelChara#1721","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853468","BNpcParts#0",True,True,True,True,False,0,0
6638,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#1719","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853370","BNpcParts#0",True,True,True,True,False,0,0
6639,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#1718","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853449","BNpcParts#0",True,True,True,True,False,0,0
6640,,"ActionTimelineMove#4",0,0,1,"ModelChara#1418","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6641,,"ActionTimelineMove#4",0,0,1,"ModelChara#1948","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853413","BNpcParts#0",True,True,True,True,False,0,0
6642,,"ActionTimelineMove#4",0,0,1,"ModelChara#1528","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6643,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#1904","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6644,,"ActionTimelineMove#4",0,0,3.5,"ModelChara#1950","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6645,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1814","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6646,,"ActionTimelineMove#4",0,0,4,"ModelChara#1683","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853546","BNpcParts#0",True,True,True,True,False,0,0
6647,,"ActionTimelineMove#4",0,0,1.4,"ModelChara#1905","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853486","BNpcParts#0",True,True,True,True,False,0,0
6648,,"ActionTimelineMove#4",0,0,0.9,"ModelChara#1870","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6649,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#1931","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853410","BNpcParts#0",True,True,True,True,False,0,0
6650,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#1935","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853494","BNpcParts#0",True,True,True,True,False,0,0
6651,,"ActionTimelineMove#4",0,0,0.8,"ModelChara#2036","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853423","BNpcParts#0",True,True,True,True,False,0,0
6652,,"ActionTimelineMove#4",0,0,1,"ModelChara#1364","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6653,,"ActionTimelineMove#4",0,0,1,"ModelChara#913","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6654,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#1301","BNpcCustomize#0","NpcEquip#1124",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6655,,"ActionTimelineMove#4",0,0,1,"ModelChara#948","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853514","BNpcParts#0",True,True,True,True,False,0,0
6656,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1381","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6657,,"ActionTimelineMove#4",0,0,1.8,"ModelChara#1274","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6658,,"ActionTimelineMove#4",0,0,3,"ModelChara#269","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6659,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#1542","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6660,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#356","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6661,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#861","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6662,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#602","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6663,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1509","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6664,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#927","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853500","BNpcParts#0",True,True,True,True,False,0,0
6665,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#1901","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6666,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1083","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6667,,"ActionTimelineMove#4",0,0,2,"ModelChara#1316","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6668,,"ActionTimelineMove#4",0,0,0.7,"ModelChara#1314","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6669,,"ActionTimelineMove#4",0,0,1.4,"ModelChara#128","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853501","BNpcParts#0",True,True,True,True,False,0,0
6670,,"ActionTimelineMove#4",0,0,2,"ModelChara#1056","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6671,,"ActionTimelineMove#4",0,0,0.8,"ModelChara#1473","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6672,,"ActionTimelineMove#4",0,0,1,"ModelChara#1293","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6673,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#729","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6674,,"ActionTimelineMove#4",0,0,0.5,"ModelChara#1632","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6675,,"ActionTimelineMove#4",0,0,0.8,"ModelChara#1507","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6676,,"ActionTimelineMove#4",0,0,1,"ModelChara#1231","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853434","BNpcParts#0",True,True,True,True,False,0,0
6677,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#1737","BNpcCustomize#0","NpcEquip#1269",0,0,False,"ArrayEventHandler#853435","BNpcParts#0",True,True,True,True,False,0,0
6678,,"ActionTimelineMove#4",0,0,0.5,"ModelChara#1973","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6679,,"ActionTimelineMove#4",0,0,0.5,"ModelChara#1944","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853511","BNpcParts#0",True,True,True,True,False,0,0
6680,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#575","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853422","BNpcParts#0",True,True,True,True,False,0,0
6681,,"ActionTimelineMove#4",0,0,1,"ModelChara#953","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6682,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#572","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853530","BNpcParts#0",True,True,True,True,False,0,0
6683,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#741","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6684,,"ActionTimelineMove#4",0,0,1.4,"ModelChara#1439","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6685,,"ActionTimelineMove#4",0,0,1.6,"ModelChara#1489","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853366","BNpcParts#0",True,True,True,True,False,0,0
6686,,"ActionTimelineMove#4",0,0,1,"ModelChara#162","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6687,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#2020","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853496","BNpcParts#0",True,True,True,True,False,0,0
6688,,"ActionTimelineMove#4",0,0,1,"ModelChara#1310","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6689,,"ActionTimelineMove#4",0,0,1,"ModelChara#1338","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6690,,"ActionTimelineMove#4",0,0,1,"ModelChara#1302","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6691,,"ActionTimelineMove#4",0,0,1.1,"ModelChara#1438","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853460","BNpcParts#0",True,True,True,True,False,0,0
6692,,"ActionTimelineMove#4",0,0,1.3,"ModelChara#1281","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853512","BNpcParts#0",True,True,True,True,False,0,0
6693,,"ActionTimelineMove#4",0,0,1.2,"ModelChara#1992","BNpcCustomize#0","NpcEquip#0",0,0,False,"ArrayEventHandler#853448","BNpcParts#0",True,True,True,True,False,0,0
6694,,"ActionTimelineMove#4",0,0,1,"ModelChara#1496","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6695,,"ActionTimelineMove#4",0,0,1,"ModelChara#1404","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6696,,"ActionTimelineMove#4",0,0,1,"ModelChara#1654","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6697,,"ActionTimelineMove#4",0,0,1,"ModelChara#1679","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6698,,"ActionTimelineMove#4",0,0,1,"ModelChara#1366","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6699,,"ActionTimelineMove#4",0,0,1,"ModelChara#701","BNpcCustomize#37","NpcEquip#941",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6700,,"ActionTimelineMove#4",0,0,1,"ModelChara#1732","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6701,,"ActionTimelineMove#4",0,0,1,"ModelChara#1792","BNpcCustomize#0","NpcEquip#1549",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6702,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#440","NpcEquip#794",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6703,,"ActionTimelineMove#4",0,0,1,"ModelChara#603","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6704,,"ActionTimelineMove#4",0,0,1,"ModelChara#1797","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6705,,"ActionTimelineMove#4",0,0,1,"ModelChara#1491","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6706,,"ActionTimelineMove#4",0,0,0.8,"ModelChara#1270","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6707,,"ActionTimelineMove#4",0,0,1,"ModelChara#655","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6708,,"ActionTimelineMove#4",0,0,1,"ModelChara#406","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6709,,"ActionTimelineMove#4",0,0,1,"ModelChara#1273","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6710,,"ActionTimelineMove#4",0,0,1.15,"ModelChara#2050","BNpcCustomize#0","NpcEquip#1592",3907,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6711,,"ActionTimelineMove#4",0,0,1.15,"ModelChara#1972","BNpcCustomize#0","NpcEquip#1381",3907,0,False,,"BNpcParts#0",True,True,False,True,False,0,0
6712,,"ActionTimelineMove#0",0,0,1,"ModelChara#0","BNpcCustomize#535","NpcEquip#1327",7655,0,False,,"BNpcParts#0",True,False,True,True,False,0,0
6713,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#36","NpcEquip#940",7641,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6714,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#41","NpcEquip#945",7641,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6715,,"ActionTimelineMove#4",0,36,3,"ModelChara#1338","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6716,,"ActionTimelineMove#4",0,35,1.5,"ModelChara#946","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6717,,"ActionTimelineMove#12",0,35,2,"ModelChara#942","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6718,,"ActionTimelineMove#4",0,35,2,"ModelChara#794","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6719,,"ActionTimelineMove#4",0,35,2.3,"ModelChara#735","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6720,,"ActionTimelineMove#4",0,35,1.9,"ModelChara#572","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6721,,"ActionTimelineMove#4",0,35,2.5,"ModelChara#145","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6722,,"ActionTimelineMove#4",0,35,6,"ModelChara#49","BNpcCustomize#0","NpcEquip#0",3267,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6723,,"ActionTimelineMove#4",0,35,3.6,"ModelChara#1038","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6724,,"ActionTimelineMove#13",0,35,2,"ModelChara#1427","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6725,,"ActionTimelineMove#4",0,34,6,"ModelChara#280","BNpcCustomize#0","NpcEquip#0",3302,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6726,,"ActionTimelineMove#4",0,34,3.6,"ModelChara#35","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6727,,"ActionTimelineMove#4",0,35,1.5,"ModelChara#1438","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6728,,"ActionTimelineMove#4",0,34,1.8,"ModelChara#1439","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6729,,"ActionTimelineMove#4",0,0,1,"ModelChara#1879","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
6730,,"ActionTimelineMove#4",0,0,1,"ModelChara#1880","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
6731,,"ActionTimelineMove#4",0,0,1,"ModelChara#1881","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
6732,,"ActionTimelineMove#4",0,0,1,"ModelChara#1882","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
6733,,"ActionTimelineMove#4",0,0,1,"ModelChara#1883","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
6734,,"ActionTimelineMove#4",0,0,1,"ModelChara#1884","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,True,False,True,False,0,0
6735,,"ActionTimelineMove#4",0,3,1,"ModelChara#0","BNpcCustomize#36","NpcEquip#940",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6736,,"ActionTimelineMove#4",0,3,1,"ModelChara#0","BNpcCustomize#37","NpcEquip#941",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6737,,"ActionTimelineMove#4",0,3,1,"ModelChara#0","BNpcCustomize#38","NpcEquip#942",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6738,,"ActionTimelineMove#4",0,0,1.5,"ModelChara#2002","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6739,,"ActionTimelineMove#4",0,0,1,"ModelChara#1823","BNpcCustomize#668","NpcEquip#1266",7652,0,False,,"BNpcParts#0",True,False,True,True,False,0,0
6740,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#36","NpcEquip#379",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6741,,"ActionTimelineMove#4",0,0,1,"ModelChara#0","BNpcCustomize#41","NpcEquip#384",0,0,False,,"BNpcParts#0",True,True,True,True,False,0,0
6742,,"ActionTimelineMove#4",0,0,1,"ModelChara#55","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,False,True,True,False,0,0
6743,,"ActionTimelineMove#4",0,0,1,"ModelChara#480","BNpcCustomize#0","NpcEquip#0",0,2,True,,"BNpcParts#0",True,False,False,True,False,0,0
6744,,"ActionTimelineMove#5",0,0,1,"ModelChara#1935","BNpcCustomize#0","NpcEquip#0",0,0,False,,"BNpcParts#0",True,True,True,True,False,5,0
6745,,"ActionTimelineMove#0",0,0,1.18,"ModelChara#0","BNpcCustomize#467","NpcEquip#1159",7647,15,False,,"BNpcParts#0",True,False,True,True,False,0,0
